snapshot_date,facility_id,facility_name,district_name,commodity_name,program_area,quantity_on_hand,estimated_days_of_stock,stock_status,last_updated_by_role,demo_alert
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,ORS + Zinc,diarrhoea,273,46,OK,Pharmacist,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,Oxytocin,maternal health,2562,42,OK,Pharmacist,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,DPT-HepB-Hib vaccine,immunisation,1530,79,OK,Nurse In-Charge,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,Measles-Rubella vaccine,immunisation,1057,97,OK,Pharmacist,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,HIV rapid test kits,HIV testing,3454,61,OK,Stores Assistant,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,ARV first-line regimen,HIV treatment,510,1,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,TB fixed-dose combination,TB treatment,283,44,OK,Pharmacist,No
2026-06-07,FAC-0018,Kayunga South HC IV,Kayunga,Insulin vials,NCD care,967,84,OK,Pharmacist,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,ACT Artemether-Lumefantrine,malaria treatment,3814,28,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Malaria RDTs,malaria diagnostics,0,0,Stock-out,Pharmacist,Yes
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Amoxicillin dispersible,childhood infection,1219,88,OK,Nurse In-Charge,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Ceftriaxone injection,severe infection,2965,66,OK,Nurse In-Charge,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,ORS + Zinc,diarrhoea,168,46,OK,Pharmacist,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Oxytocin,maternal health,545,98,OK,Nurse In-Charge,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,DPT-HepB-Hib vaccine,immunisation,875,10,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Measles-Rubella vaccine,immunisation,4700,61,OK,Nurse In-Charge,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,HIV rapid test kits,HIV testing,2369,28,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,ARV first-line regimen,HIV treatment,3676,41,OK,Stores Assistant,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,TB fixed-dose combination,TB treatment,4758,41,OK,Pharmacist,No
2026-06-07,FAC-0019,Kalangala HC IV,Kalangala,Insulin vials,NCD care,403,104,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,ACT Artemether-Lumefantrine,malaria treatment,4081,62,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Malaria RDTs,malaria diagnostics,2022,51,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Amoxicillin dispersible,childhood infection,43,42,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Ceftriaxone injection,severe infection,2115,43,OK,Pharmacist,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,ORS + Zinc,diarrhoea,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Oxytocin,maternal health,800,8,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,DPT-HepB-Hib vaccine,immunisation,106,43,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Measles-Rubella vaccine,immunisation,1979,83,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,HIV rapid test kits,HIV testing,4140,57,OK,Nurse In-Charge,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,ARV first-line regimen,HIV treatment,1928,39,OK,Stores Assistant,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,TB fixed-dose combination,TB treatment,2612,67,OK,Stores Assistant,No
2026-06-07,FAC-0020,Kalangala North HC IV,Kalangala,Insulin vials,NCD care,2776,81,OK,Nurse In-Charge,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,ACT Artemether-Lumefantrine,malaria treatment,2188,53,OK,Stores Assistant,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Malaria RDTs,malaria diagnostics,1994,59,OK,Nurse In-Charge,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Amoxicillin dispersible,childhood infection,3222,64,OK,Nurse In-Charge,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Ceftriaxone injection,severe infection,1266,62,OK,Pharmacist,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,ORS + Zinc,diarrhoea,4166,35,OK,Nurse In-Charge,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Oxytocin,maternal health,4598,44,OK,Pharmacist,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,DPT-HepB-Hib vaccine,immunisation,2986,28,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Measles-Rubella vaccine,immunisation,4027,74,OK,Nurse In-Charge,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,HIV rapid test kits,HIV testing,3453,40,OK,Pharmacist,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,ARV first-line regimen,HIV treatment,167,56,OK,Pharmacist,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,TB fixed-dose combination,TB treatment,1341,42,OK,Pharmacist,No
2026-06-07,FAC-0021,Buvuma General Hospital,Buvuma,Insulin vials,NCD care,4009,48,OK,Pharmacist,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,ACT Artemether-Lumefantrine,malaria treatment,318,49,OK,Nurse In-Charge,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Malaria RDTs,malaria diagnostics,3325,74,OK,Stores Assistant,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Amoxicillin dispersible,childhood infection,1958,35,OK,Stores Assistant,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Ceftriaxone injection,severe infection,3381,33,OK,Stores Assistant,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,ORS + Zinc,diarrhoea,3301,59,OK,Stores Assistant,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Oxytocin,maternal health,4044,33,OK,Stores Assistant,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,DPT-HepB-Hib vaccine,immunisation,4339,29,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Measles-Rubella vaccine,immunisation,40,12,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,HIV rapid test kits,HIV testing,1039,30,OK,Pharmacist,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,ARV first-line regimen,HIV treatment,2753,15,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,TB fixed-dose combination,TB treatment,2644,49,OK,Nurse In-Charge,No
2026-06-07,FAC-0022,Buvuma Border HC III,Buvuma,Insulin vials,NCD care,2536,62,OK,Pharmacist,No
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,ACT Artemether-Lumefantrine,malaria treatment,22,9,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Malaria RDTs,malaria diagnostics,3140,4,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Amoxicillin dispersible,childhood infection,1895,23,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Ceftriaxone injection,severe infection,1970,69,OK,Pharmacist,No
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,ORS + Zinc,diarrhoea,1638,49,OK,Stores Assistant,No
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Oxytocin,maternal health,508,8,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,DPT-HepB-Hib vaccine,immunisation,1600,9,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Measles-Rubella vaccine,immunisation,4586,6,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,HIV rapid test kits,HIV testing,1964,10,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,ARV first-line regimen,HIV treatment,1638,69,OK,Nurse In-Charge,No
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,TB fixed-dose combination,TB treatment,3755,6,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0023,Jinja Regional Referral Hospital,Jinja,Insulin vials,NCD care,1228,1,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,ACT Artemether-Lumefantrine,malaria treatment,346,69,OK,Nurse In-Charge,No
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Malaria RDTs,malaria diagnostics,507,117,OK,Stores Assistant,No
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Amoxicillin dispersible,childhood infection,3615,12,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Ceftriaxone injection,severe infection,446,67,OK,Pharmacist,No
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,ORS + Zinc,diarrhoea,2411,15,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Oxytocin,maternal health,2109,11,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,DPT-HepB-Hib vaccine,immunisation,2918,26,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Measles-Rubella vaccine,immunisation,1902,32,OK,Pharmacist,No
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,HIV rapid test kits,HIV testing,4331,1,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,ARV first-line regimen,HIV treatment,3693,25,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,TB fixed-dose combination,TB treatment,1821,31,OK,Pharmacist,No
2026-06-07,FAC-0024,Jinja Island HC III,Jinja,Insulin vials,NCD care,4199,5,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,ACT Artemether-Lumefantrine,malaria treatment,978,101,OK,Stores Assistant,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Malaria RDTs,malaria diagnostics,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Amoxicillin dispersible,childhood infection,1961,27,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Ceftriaxone injection,severe infection,1417,69,OK,Pharmacist,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,ORS + Zinc,diarrhoea,3921,46,OK,Stores Assistant,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Oxytocin,maternal health,1754,16,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,DPT-HepB-Hib vaccine,immunisation,243,58,OK,Nurse In-Charge,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Measles-Rubella vaccine,immunisation,4734,81,OK,Pharmacist,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,HIV rapid test kits,HIV testing,1940,70,OK,Pharmacist,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,ARV first-line regimen,HIV treatment,4984,39,OK,Nurse In-Charge,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,TB fixed-dose combination,TB treatment,4968,34,OK,Stores Assistant,No
2026-06-07,FAC-0025,Iganga General Hospital,Iganga,Insulin vials,NCD care,3537,56,OK,Nurse In-Charge,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,ACT Artemether-Lumefantrine,malaria treatment,1570,66,OK,Stores Assistant,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Malaria RDTs,malaria diagnostics,1235,48,OK,Pharmacist,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Amoxicillin dispersible,childhood infection,1065,20,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Ceftriaxone injection,severe infection,1789,93,OK,Pharmacist,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,ORS + Zinc,diarrhoea,1351,62,OK,Nurse In-Charge,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Oxytocin,maternal health,1304,40,OK,Pharmacist,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,DPT-HepB-Hib vaccine,immunisation,2290,40,OK,Stores Assistant,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Measles-Rubella vaccine,immunisation,655,9,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,HIV rapid test kits,HIV testing,4652,88,OK,Pharmacist,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,ARV first-line regimen,HIV treatment,3643,50,OK,Pharmacist,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,TB fixed-dose combination,TB treatment,4143,67,OK,Nurse In-Charge,No
2026-06-07,FAC-0026,Iganga Border HC III,Iganga,Insulin vials,NCD care,158,35,OK,Nurse In-Charge,No
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,ACT Artemether-Lumefantrine,malaria treatment,85,57,OK,Pharmacist,No
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Malaria RDTs,malaria diagnostics,2819,6,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Amoxicillin dispersible,childhood infection,2969,23,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Ceftriaxone injection,severe infection,4197,9,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,ORS + Zinc,diarrhoea,4101,14,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Oxytocin,maternal health,2277,11,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,DPT-HepB-Hib vaccine,immunisation,4200,18,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Measles-Rubella vaccine,immunisation,1625,74,OK,Pharmacist,No
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,HIV rapid test kits,HIV testing,1366,62,OK,Pharmacist,No
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,ARV first-line regimen,HIV treatment,4470,66,OK,Stores Assistant,No
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,TB fixed-dose combination,TB treatment,4784,14,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0027,Mayuge General Hospital,Mayuge,Insulin vials,NCD care,1146,76,OK,Nurse In-Charge,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,ACT Artemether-Lumefantrine,malaria treatment,4432,66,OK,Pharmacist,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Malaria RDTs,malaria diagnostics,518,84,OK,Pharmacist,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Amoxicillin dispersible,childhood infection,2175,40,OK,Stores Assistant,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Ceftriaxone injection,severe infection,3436,2,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,ORS + Zinc,diarrhoea,4759,4,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Oxytocin,maternal health,3217,51,OK,Stores Assistant,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,DPT-HepB-Hib vaccine,immunisation,4153,4,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Measles-Rubella vaccine,immunisation,4225,4,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,HIV rapid test kits,HIV testing,3979,48,OK,Stores Assistant,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,ARV first-line regimen,HIV treatment,701,58,OK,Stores Assistant,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,TB fixed-dose combination,TB treatment,3064,47,OK,Stores Assistant,No
2026-06-07,FAC-0028,Mayuge South HC IV,Mayuge,Insulin vials,NCD care,1862,7,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,ACT Artemether-Lumefantrine,malaria treatment,2504,7,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Malaria RDTs,malaria diagnostics,1280,65,OK,Pharmacist,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Amoxicillin dispersible,childhood infection,2439,61,OK,Nurse In-Charge,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Ceftriaxone injection,severe infection,3412,53,OK,Nurse In-Charge,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,ORS + Zinc,diarrhoea,100,56,OK,Stores Assistant,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Oxytocin,maternal health,1744,59,OK,Stores Assistant,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,DPT-HepB-Hib vaccine,immunisation,4541,25,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Measles-Rubella vaccine,immunisation,1410,39,OK,Nurse In-Charge,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,HIV rapid test kits,HIV testing,1249,41,OK,Nurse In-Charge,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,ARV first-line regimen,HIV treatment,3799,5,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,TB fixed-dose combination,TB treatment,4614,72,OK,Nurse In-Charge,No
2026-06-07,FAC-0029,Kamuli HC IV,Kamuli,Insulin vials,NCD care,4196,30,OK,Nurse In-Charge,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,ACT Artemether-Lumefantrine,malaria treatment,230,12,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Malaria RDTs,malaria diagnostics,2874,63,OK,Stores Assistant,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Amoxicillin dispersible,childhood infection,741,78,OK,Pharmacist,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Ceftriaxone injection,severe infection,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,ORS + Zinc,diarrhoea,1007,3,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Oxytocin,maternal health,263,40,OK,Nurse In-Charge,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,DPT-HepB-Hib vaccine,immunisation,3835,64,OK,Pharmacist,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Measles-Rubella vaccine,immunisation,4797,35,OK,Stores Assistant,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,HIV rapid test kits,HIV testing,0,0,Stock-out,Pharmacist,Yes
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,ARV first-line regimen,HIV treatment,1551,45,OK,Stores Assistant,No
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,TB fixed-dose combination,TB treatment,1416,9,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0030,Kamuli South HC IV,Kamuli,Insulin vials,NCD care,202,5,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,ACT Artemether-Lumefantrine,malaria treatment,2530,42,OK,Nurse In-Charge,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Malaria RDTs,malaria diagnostics,554,38,OK,Stores Assistant,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Amoxicillin dispersible,childhood infection,4349,81,OK,Stores Assistant,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Ceftriaxone injection,severe infection,403,49,OK,Pharmacist,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,ORS + Zinc,diarrhoea,3356,36,OK,Nurse In-Charge,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Oxytocin,maternal health,2328,89,OK,Nurse In-Charge,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,DPT-HepB-Hib vaccine,immunisation,1916,84,OK,Stores Assistant,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Measles-Rubella vaccine,immunisation,3942,110,OK,Nurse In-Charge,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,HIV rapid test kits,HIV testing,1737,33,OK,Pharmacist,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,ARV first-line regimen,HIV treatment,4509,72,OK,Stores Assistant,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,TB fixed-dose combination,TB treatment,2138,57,OK,Pharmacist,No
2026-06-07,FAC-0031,Mbale Regional Referral Hospital,Mbale,Insulin vials,NCD care,59,54,OK,Nurse In-Charge,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,ACT Artemether-Lumefantrine,malaria treatment,3259,45,OK,Pharmacist,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Malaria RDTs,malaria diagnostics,280,7,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Amoxicillin dispersible,childhood infection,1505,49,OK,Pharmacist,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Ceftriaxone injection,severe infection,1359,44,OK,Nurse In-Charge,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,ORS + Zinc,diarrhoea,3054,76,OK,Stores Assistant,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Oxytocin,maternal health,2825,29,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,DPT-HepB-Hib vaccine,immunisation,4194,26,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Measles-Rubella vaccine,immunisation,3650,38,OK,Stores Assistant,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,HIV rapid test kits,HIV testing,668,76,OK,Pharmacist,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,ARV first-line regimen,HIV treatment,77,66,OK,Stores Assistant,No
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,TB fixed-dose combination,TB treatment,2112,22,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0032,Mbale Border HC II,Mbale,Insulin vials,NCD care,3587,55,OK,Stores Assistant,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,ACT Artemether-Lumefantrine,malaria treatment,3883,33,OK,Stores Assistant,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Malaria RDTs,malaria diagnostics,4104,81,OK,Nurse In-Charge,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Amoxicillin dispersible,childhood infection,1478,77,OK,Pharmacist,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Ceftriaxone injection,severe infection,975,35,OK,Nurse In-Charge,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,ORS + Zinc,diarrhoea,2814,62,OK,Pharmacist,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Oxytocin,maternal health,2108,77,OK,Pharmacist,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,DPT-HepB-Hib vaccine,immunisation,4289,11,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Measles-Rubella vaccine,immunisation,3167,20,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0033,Tororo HC IV,Tororo,HIV rapid test kits,HIV testing,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0033,Tororo HC IV,Tororo,ARV first-line regimen,HIV treatment,4673,39,OK,Pharmacist,No
2026-06-07,FAC-0033,Tororo HC IV,Tororo,TB fixed-dose combination,TB treatment,3298,5,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0033,Tororo HC IV,Tororo,Insulin vials,NCD care,2423,44,OK,Nurse In-Charge,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,ACT Artemether-Lumefantrine,malaria treatment,2479,25,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Malaria RDTs,malaria diagnostics,4469,5,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Amoxicillin dispersible,childhood infection,3477,51,OK,Pharmacist,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Ceftriaxone injection,severe infection,4025,94,OK,Stores Assistant,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,ORS + Zinc,diarrhoea,2594,47,OK,Pharmacist,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Oxytocin,maternal health,1186,5,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,DPT-HepB-Hib vaccine,immunisation,3292,3,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Measles-Rubella vaccine,immunisation,1245,12,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,HIV rapid test kits,HIV testing,2426,12,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0034,Tororo North HC II,Tororo,ARV first-line regimen,HIV treatment,2814,38,OK,Stores Assistant,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,TB fixed-dose combination,TB treatment,2566,57,OK,Stores Assistant,No
2026-06-07,FAC-0034,Tororo North HC II,Tororo,Insulin vials,NCD care,4212,35,OK,Stores Assistant,No
2026-06-07,FAC-0035,Busia HC IV,Busia,ACT Artemether-Lumefantrine,malaria treatment,4762,43,OK,Stores Assistant,No
2026-06-07,FAC-0035,Busia HC IV,Busia,Malaria RDTs,malaria diagnostics,1176,72,OK,Stores Assistant,No
2026-06-07,FAC-0035,Busia HC IV,Busia,Amoxicillin dispersible,childhood infection,1772,17,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,Ceftriaxone injection,severe infection,3172,27,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,ORS + Zinc,diarrhoea,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,Oxytocin,maternal health,3125,77,OK,Nurse In-Charge,No
