week_start,district_id,district_name,disease_code,disease_name,cases_last_7d,cases_previous_7d,week_on_week_change_pct,incidence_per_100k,deaths_last_7d,severity,map_color_hint
2026-06-01,UG-D027,Lira,NEO,Neonatal sepsis,27,29,-6.9,5.0,0,Watch,yellow
2026-06-01,UG-D028,Arua,MAL,Malaria,1803,2223,-18.9,277.38,62,High,red
2026-06-01,UG-D028,Arua,ARI,Acute respiratory infection,295,295,0.0,45.38,0,Watch,yellow
2026-06-01,UG-D028,Arua,DIA,Diarrhoeal disease,71,51,39.2,10.92,0,Moderate,orange
2026-06-01,UG-D028,Arua,TB,Tuberculosis,13,11,18.2,2.0,0,Watch,yellow
2026-06-01,UG-D028,Arua,HIV,HIV positive tests,15,13,15.4,2.31,0,Watch,yellow
2026-06-01,UG-D028,Arua,MEA,Measles,3,2,50.0,0.46,0,Moderate,orange
2026-06-01,UG-D028,Arua,CHO,Cholera,0,0,0,0.0,0,No signal,grey
2026-06-01,UG-D028,Arua,TYP,Typhoid,79,82,-3.7,12.15,0,Watch,yellow
2026-06-01,UG-D028,Arua,MAT,Maternal complications,87,58,50.0,13.38,2,Moderate,orange
2026-06-01,UG-D028,Arua,NEO,Neonatal sepsis,25,24,4.2,3.85,0,Watch,yellow
2026-06-01,UG-D029,Yumbe,MAL,Malaria,2674,2535,5.5,382.0,66,High,red
2026-06-01,UG-D029,Yumbe,ARI,Acute respiratory infection,598,500,19.6,85.43,0,Moderate,orange
2026-06-01,UG-D029,Yumbe,DIA,Diarrhoeal disease,224,155,44.5,32.0,0,Moderate,orange
2026-06-01,UG-D029,Yumbe,TB,Tuberculosis,21,29,-27.6,3.0,0,Watch,yellow
2026-06-01,UG-D029,Yumbe,HIV,HIV positive tests,12,10,20.0,1.71,0,Moderate,orange
2026-06-01,UG-D029,Yumbe,MEA,Measles,2,1,100.0,0.29,0,High,red
2026-06-01,UG-D029,Yumbe,CHO,Cholera,7,6,16.7,1.0,0,Watch,yellow
2026-06-01,UG-D029,Yumbe,TYP,Typhoid,117,119,-1.7,16.71,0,Watch,yellow
2026-06-01,UG-D029,Yumbe,MAT,Maternal complications,36,35,2.9,5.14,0,Watch,yellow
2026-06-01,UG-D029,Yumbe,NEO,Neonatal sepsis,15,18,-16.7,2.14,0,Watch,yellow
2026-06-01,UG-D030,Koboko,MAL,Malaria,503,543,-7.4,152.42,10,High,red
2026-06-01,UG-D030,Koboko,ARI,Acute respiratory infection,123,82,50.0,37.27,0,Moderate,orange
2026-06-01,UG-D030,Koboko,DIA,Diarrhoeal disease,119,128,-7.0,36.06,0,Watch,yellow
2026-06-01,UG-D030,Koboko,TB,Tuberculosis,2,2,0.0,0.61,0,Rare,green
2026-06-01,UG-D030,Koboko,HIV,HIV positive tests,8,5,60.0,2.42,0,High,red
2026-06-01,UG-D030,Koboko,MEA,Measles,5,7,-28.6,1.52,0,Watch,yellow
2026-06-01,UG-D030,Koboko,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D030,Koboko,TYP,Typhoid,60,69,-13.0,18.18,0,Watch,yellow
2026-06-01,UG-D030,Koboko,MAT,Maternal complications,49,52,-5.8,14.85,0,Watch,yellow
2026-06-01,UG-D030,Koboko,NEO,Neonatal sepsis,15,16,-6.2,4.55,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,MAL,Malaria,642,417,54.0,152.86,3,High,red
2026-06-01,UG-D031,Adjumani,ARI,Acute respiratory infection,120,126,-4.8,28.57,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,DIA,Diarrhoeal disease,167,182,-8.2,39.76,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,TB,Tuberculosis,3,2,50.0,0.71,0,Moderate,orange
2026-06-01,UG-D031,Adjumani,HIV,HIV positive tests,8,9,-11.1,1.9,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D031,Adjumani,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D031,Adjumani,TYP,Typhoid,54,50,8.0,12.86,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,MAT,Maternal complications,66,97,-32.0,15.71,0,Watch,yellow
2026-06-01,UG-D031,Adjumani,NEO,Neonatal sepsis,18,20,-10.0,4.29,0,Watch,yellow
2026-06-01,UG-D032,Moyo,MAL,Malaria,216,147,46.9,144.0,0,High,red
2026-06-01,UG-D032,Moyo,ARI,Acute respiratory infection,64,63,1.6,42.67,0,Watch,yellow
2026-06-01,UG-D032,Moyo,DIA,Diarrhoeal disease,47,45,4.4,31.33,0,Watch,yellow
2026-06-01,UG-D032,Moyo,TB,Tuberculosis,3,2,50.0,2.0,0,Moderate,orange
2026-06-01,UG-D032,Moyo,HIV,HIV positive tests,7,8,-12.5,4.67,0,Watch,yellow
2026-06-01,UG-D032,Moyo,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D032,Moyo,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D032,Moyo,TYP,Typhoid,13,17,-23.5,8.67,0,Watch,yellow
2026-06-01,UG-D032,Moyo,MAT,Maternal complications,10,6,66.7,6.67,0,High,red
2026-06-01,UG-D032,Moyo,NEO,Neonatal sepsis,14,19,-26.3,9.33,0,Watch,yellow
2026-06-01,UG-D033,Nebbi,MAL,Malaria,342,323,5.9,106.88,5,Moderate,orange
2026-06-01,UG-D033,Nebbi,ARI,Acute respiratory infection,173,137,26.3,54.06,0,Moderate,orange
2026-06-01,UG-D033,Nebbi,DIA,Diarrhoeal disease,99,78,26.9,30.94,0,Moderate,orange
2026-06-01,UG-D033,Nebbi,TB,Tuberculosis,6,4,50.0,1.87,0,Moderate,orange
2026-06-01,UG-D033,Nebbi,HIV,HIV positive tests,13,8,62.5,4.06,0,High,red
2026-06-01,UG-D033,Nebbi,MEA,Measles,2,1,100.0,0.62,0,High,red
2026-06-01,UG-D033,Nebbi,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D033,Nebbi,TYP,Typhoid,24,28,-14.3,7.5,0,Watch,yellow
2026-06-01,UG-D033,Nebbi,MAT,Maternal complications,48,38,26.3,15.0,0,Moderate,orange
2026-06-01,UG-D033,Nebbi,NEO,Neonatal sepsis,16,11,45.5,5.0,0,Moderate,orange
2026-06-01,UG-D034,Masindi,MAL,Malaria,252,167,50.9,53.62,7,Moderate,orange
2026-06-01,UG-D034,Masindi,ARI,Acute respiratory infection,157,222,-29.3,33.4,0,Watch,yellow
2026-06-01,UG-D034,Masindi,DIA,Diarrhoeal disease,117,96,21.9,24.89,0,Moderate,orange
2026-06-01,UG-D034,Masindi,TB,Tuberculosis,13,11,18.2,2.77,0,Watch,yellow
2026-06-01,UG-D034,Masindi,HIV,HIV positive tests,4,3,33.3,0.85,0,Moderate,orange
2026-06-01,UG-D034,Masindi,MEA,Measles,3,4,-25.0,0.64,0,Rare,green
2026-06-01,UG-D034,Masindi,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D034,Masindi,TYP,Typhoid,13,13,0.0,2.77,0,Watch,yellow
2026-06-01,UG-D034,Masindi,MAT,Maternal complications,18,19,-5.3,3.83,0,Watch,yellow
2026-06-01,UG-D034,Masindi,NEO,Neonatal sepsis,40,46,-13.0,8.51,0,Watch,yellow
2026-06-01,UG-D035,Hoima,MAL,Malaria,345,262,31.7,80.23,4,Moderate,orange
2026-06-01,UG-D035,Hoima,ARI,Acute respiratory infection,287,238,20.6,66.74,0,Moderate,orange
2026-06-01,UG-D035,Hoima,DIA,Diarrhoeal disease,166,173,-4.0,38.6,0,Watch,yellow
2026-06-01,UG-D035,Hoima,TB,Tuberculosis,12,12,0.0,2.79,0,Watch,yellow
2026-06-01,UG-D035,Hoima,HIV,HIV positive tests,16,10,60.0,3.72,0,High,red
2026-06-01,UG-D035,Hoima,MEA,Measles,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D035,Hoima,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D035,Hoima,TYP,Typhoid,75,66,13.6,17.44,0,Watch,yellow
2026-06-01,UG-D035,Hoima,MAT,Maternal complications,27,34,-20.6,6.28,0,Watch,yellow
2026-06-01,UG-D035,Hoima,NEO,Neonatal sepsis,14,15,-6.7,3.26,0,Watch,yellow
2026-06-01,UG-D036,Kiryandongo,MAL,Malaria,1172,908,29.1,316.76,14,High,red
2026-06-01,UG-D036,Kiryandongo,ARI,Acute respiratory infection,194,217,-10.6,52.43,0,Moderate,orange
2026-06-01,UG-D036,Kiryandongo,DIA,Diarrhoeal disease,35,51,-31.4,9.46,0,Watch,yellow
2026-06-01,UG-D036,Kiryandongo,TB,Tuberculosis,1,1,0.0,0.27,0,Rare,green
2026-06-01,UG-D036,Kiryandongo,HIV,HIV positive tests,5,3,66.7,1.35,0,High,red
2026-06-01,UG-D036,Kiryandongo,MEA,Measles,1,0,0,0.27,0,Rare,green
2026-06-01,UG-D036,Kiryandongo,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D036,Kiryandongo,TYP,Typhoid,55,57,-3.5,14.86,0,Watch,yellow
2026-06-01,UG-D036,Kiryandongo,MAT,Maternal complications,32,22,45.5,8.65,0,Moderate,orange
2026-06-01,UG-D036,Kiryandongo,NEO,Neonatal sepsis,16,13,23.1,4.32,0,Moderate,orange
2026-06-01,UG-D037,Fort Portal,MAL,Malaria,414,417,-0.7,142.76,3,High,red
2026-06-01,UG-D037,Fort Portal,ARI,Acute respiratory infection,106,69,53.6,36.55,0,Moderate,orange
2026-06-01,UG-D037,Fort Portal,DIA,Diarrhoeal disease,55,51,7.8,18.97,0,Watch,yellow
2026-06-01,UG-D037,Fort Portal,TB,Tuberculosis,6,6,0.0,2.07,0,Watch,yellow
2026-06-01,UG-D037,Fort Portal,HIV,HIV positive tests,10,7,42.9,3.45,0,Moderate,orange
2026-06-01,UG-D037,Fort Portal,MEA,Measles,2,2,0.0,0.69,0,Rare,green
2026-06-01,UG-D037,Fort Portal,CHO,Cholera,0,0,0,0.0,0,No signal,grey
2026-06-01,UG-D037,Fort Portal,TYP,Typhoid,51,63,-19.0,17.59,0,Watch,yellow
2026-06-01,UG-D037,Fort Portal,MAT,Maternal complications,41,55,-25.5,14.14,0,Watch,yellow
2026-06-01,UG-D037,Fort Portal,NEO,Neonatal sepsis,20,18,11.1,6.9,0,Watch,yellow
2026-06-01,UG-D038,Kabarole,MAL,Malaria,338,234,44.4,93.89,10,Moderate,orange
2026-06-01,UG-D038,Kabarole,ARI,Acute respiratory infection,280,339,-17.4,77.78,0,Moderate,orange
2026-06-01,UG-D038,Kabarole,DIA,Diarrhoeal disease,109,86,26.7,30.28,0,Moderate,orange
2026-06-01,UG-D038,Kabarole,TB,Tuberculosis,11,12,-8.3,3.06,0,Watch,yellow
2026-06-01,UG-D038,Kabarole,HIV,HIV positive tests,5,3,66.7,1.39,0,High,red
2026-06-01,UG-D038,Kabarole,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D038,Kabarole,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D038,Kabarole,TYP,Typhoid,47,49,-4.1,13.06,0,Watch,yellow
2026-06-01,UG-D038,Kabarole,MAT,Maternal complications,11,8,37.5,3.06,0,Moderate,orange
2026-06-01,UG-D038,Kabarole,NEO,Neonatal sepsis,9,9,0.0,2.5,0,Watch,yellow
2026-06-01,UG-D039,Kasese,MAL,Malaria,3632,4106,-11.5,427.29,70,High,red
2026-06-01,UG-D039,Kasese,ARI,Acute respiratory infection,751,653,15.0,88.35,0,Moderate,orange
2026-06-01,UG-D039,Kasese,DIA,Diarrhoeal disease,257,330,-22.1,30.24,0,Watch,yellow
2026-06-01,UG-D039,Kasese,TB,Tuberculosis,5,3,66.7,0.59,0,High,red
2026-06-01,UG-D039,Kasese,HIV,HIV positive tests,15,13,15.4,1.76,0,Watch,yellow
2026-06-01,UG-D039,Kasese,MEA,Measles,2,3,-33.3,0.24,0,Rare,green
2026-06-01,UG-D039,Kasese,CHO,Cholera,6,4,50.0,0.71,0,Moderate,orange
2026-06-01,UG-D039,Kasese,TYP,Typhoid,173,142,21.8,20.35,0,Moderate,orange
2026-06-01,UG-D039,Kasese,MAT,Maternal complications,23,24,-4.2,2.71,0,Watch,yellow
2026-06-01,UG-D039,Kasese,NEO,Neonatal sepsis,9,11,-18.2,1.06,0,Watch,yellow
2026-06-01,UG-D040,Bundibugyo,MAL,Malaria,458,473,-3.2,152.67,1,High,red
2026-06-01,UG-D040,Bundibugyo,ARI,Acute respiratory infection,152,182,-16.5,50.67,0,Moderate,orange
2026-06-01,UG-D040,Bundibugyo,DIA,Diarrhoeal disease,101,153,-34.0,33.67,0,Watch,yellow
2026-06-01,UG-D040,Bundibugyo,TB,Tuberculosis,7,4,75.0,2.33,0,High,red
2026-06-01,UG-D040,Bundibugyo,HIV,HIV positive tests,7,5,40.0,2.33,0,Moderate,orange
2026-06-01,UG-D040,Bundibugyo,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D040,Bundibugyo,CHO,Cholera,18,20,-10.0,6.0,0,Critical,dark red
2026-06-01,UG-D040,Bundibugyo,TYP,Typhoid,47,31,51.6,15.67,0,Moderate,orange
2026-06-01,UG-D040,Bundibugyo,MAT,Maternal complications,22,17,29.4,7.33,0,Moderate,orange
2026-06-01,UG-D040,Bundibugyo,NEO,Neonatal sepsis,25,31,-19.4,8.33,0,Watch,yellow
2026-06-01,UG-D041,Ntoroko,MAL,Malaria,114,79,44.3,114.0,1,Moderate,orange
2026-06-01,UG-D041,Ntoroko,ARI,Acute respiratory infection,49,49,0.0,49.0,0,Watch,yellow
2026-06-01,UG-D041,Ntoroko,DIA,Diarrhoeal disease,8,8,0.0,8.0,0,Watch,yellow
2026-06-01,UG-D041,Ntoroko,TB,Tuberculosis,1,0,0,1.0,0,Rare,green
2026-06-01,UG-D041,Ntoroko,HIV,HIV positive tests,1,0,0,1.0,0,Rare,green
2026-06-01,UG-D041,Ntoroko,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D041,Ntoroko,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D041,Ntoroko,TYP,Typhoid,23,33,-30.3,23.0,0,Watch,yellow
2026-06-01,UG-D041,Ntoroko,MAT,Maternal complications,13,10,30.0,13.0,0,Moderate,orange
2026-06-01,UG-D041,Ntoroko,NEO,Neonatal sepsis,8,11,-27.3,8.0,0,Watch,yellow
2026-06-01,UG-D042,Mbarara,MAL,Malaria,764,717,6.6,152.8,15,High,red
2026-06-01,UG-D042,Mbarara,ARI,Acute respiratory infection,412,460,-10.4,82.4,0,Moderate,orange
2026-06-01,UG-D042,Mbarara,DIA,Diarrhoeal disease,105,95,10.5,21.0,0,Watch,yellow
2026-06-01,UG-D042,Mbarara,TB,Tuberculosis,19,12,58.3,3.8,0,Moderate,orange
2026-06-01,UG-D042,Mbarara,HIV,HIV positive tests,29,26,11.5,5.8,0,Watch,yellow
2026-06-01,UG-D042,Mbarara,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D042,Mbarara,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D042,Mbarara,TYP,Typhoid,122,104,17.3,24.4,0,Watch,yellow
2026-06-01,UG-D042,Mbarara,MAT,Maternal complications,61,39,56.4,12.2,1,Moderate,orange
2026-06-01,UG-D042,Mbarara,NEO,Neonatal sepsis,14,15,-6.7,2.8,0,Watch,yellow
2026-06-01,UG-D043,Bushenyi,MAL,Malaria,233,214,8.9,93.2,8,Moderate,orange
2026-06-01,UG-D043,Bushenyi,ARI,Acute respiratory infection,59,75,-21.3,23.6,0,Watch,yellow
2026-06-01,UG-D043,Bushenyi,DIA,Diarrhoeal disease,110,73,50.7,44.0,0,Moderate,orange
2026-06-01,UG-D043,Bushenyi,TB,Tuberculosis,2,1,100.0,0.8,0,High,red
2026-06-01,UG-D043,Bushenyi,HIV,HIV positive tests,4,5,-20.0,1.6,0,Watch,yellow
2026-06-01,UG-D043,Bushenyi,MEA,Measles,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D043,Bushenyi,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D043,Bushenyi,TYP,Typhoid,32,24,33.3,12.8,0,Moderate,orange
2026-06-01,UG-D043,Bushenyi,MAT,Maternal complications,38,47,-19.1,15.2,0,Watch,yellow
2026-06-01,UG-D043,Bushenyi,NEO,Neonatal sepsis,12,8,50.0,4.8,0,Moderate,orange
2026-06-01,UG-D044,Ntungamo,MAL,Malaria,711,486,46.3,118.5,5,Moderate,orange
2026-06-01,UG-D044,Ntungamo,ARI,Acute respiratory infection,326,470,-30.6,54.33,0,Moderate,orange
2026-06-01,UG-D044,Ntungamo,DIA,Diarrhoeal disease,123,118,4.2,20.5,0,Watch,yellow
2026-06-01,UG-D044,Ntungamo,TB,Tuberculosis,15,17,-11.8,2.5,0,Watch,yellow
2026-06-01,UG-D044,Ntungamo,HIV,HIV positive tests,5,5,0.0,0.83,0,Watch,yellow
2026-06-01,UG-D044,Ntungamo,MEA,Measles,1,0,0,0.17,0,Rare,green
2026-06-01,UG-D044,Ntungamo,CHO,Cholera,0,0,0,0.0,0,No signal,grey
2026-06-01,UG-D044,Ntungamo,TYP,Typhoid,139,150,-7.3,23.17,0,Watch,yellow
2026-06-01,UG-D044,Ntungamo,MAT,Maternal complications,57,36,58.3,9.5,1,Moderate,orange
2026-06-01,UG-D044,Ntungamo,NEO,Neonatal sepsis,33,24,37.5,5.5,0,Moderate,orange
2026-06-01,UG-D045,Rukungiri,MAL,Malaria,278,292,-4.8,77.22,8,Moderate,orange
2026-06-01,UG-D045,Rukungiri,ARI,Acute respiratory infection,292,445,-34.4,81.11,0,Moderate,orange
2026-06-01,UG-D045,Rukungiri,DIA,Diarrhoeal disease,53,51,3.9,14.72,0,Watch,yellow
2026-06-01,UG-D045,Rukungiri,TB,Tuberculosis,12,12,0.0,3.33,0,Watch,yellow
2026-06-01,UG-D045,Rukungiri,HIV,HIV positive tests,10,14,-28.6,2.78,0,Watch,yellow
2026-06-01,UG-D045,Rukungiri,MEA,Measles,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D045,Rukungiri,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D045,Rukungiri,TYP,Typhoid,79,71,11.3,21.94,0,Watch,yellow
2026-06-01,UG-D045,Rukungiri,MAT,Maternal complications,36,37,-2.7,10.0,0,Watch,yellow
2026-06-01,UG-D045,Rukungiri,NEO,Neonatal sepsis,18,13,38.5,5.0,0,Moderate,orange
2026-06-01,UG-D046,Kabale,MAL,Malaria,246,255,-3.5,87.86,6,Moderate,orange
2026-06-01,UG-D046,Kabale,ARI,Acute respiratory infection,98,112,-12.5,35.0,0,Watch,yellow
2026-06-01,UG-D046,Kabale,DIA,Diarrhoeal disease,90,73,23.3,32.14,0,Moderate,orange
2026-06-01,UG-D046,Kabale,TB,Tuberculosis,9,6,50.0,3.21,0,Moderate,orange
2026-06-01,UG-D046,Kabale,HIV,HIV positive tests,12,8,50.0,4.29,0,Moderate,orange
2026-06-01,UG-D046,Kabale,MEA,Measles,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D046,Kabale,CHO,Cholera,0,0,0,0.0,0,No signal,grey
2026-06-01,UG-D046,Kabale,TYP,Typhoid,20,18,11.1,7.14,0,Watch,yellow
2026-06-01,UG-D046,Kabale,MAT,Maternal complications,32,44,-27.3,11.43,1,Watch,yellow
2026-06-01,UG-D046,Kabale,NEO,Neonatal sepsis,3,4,-25.0,1.07,0,Rare,green
2026-06-01,UG-D047,Kisoro,MAL,Malaria,246,301,-18.3,72.35,9,Moderate,orange
2026-06-01,UG-D047,Kisoro,ARI,Acute respiratory infection,186,161,15.5,54.71,0,Moderate,orange
2026-06-01,UG-D047,Kisoro,DIA,Diarrhoeal disease,150,184,-18.5,44.12,0,Watch,yellow
2026-06-01,UG-D047,Kisoro,TB,Tuberculosis,8,5,60.0,2.35,0,High,red
2026-06-01,UG-D047,Kisoro,HIV,HIV positive tests,5,6,-16.7,1.47,0,Watch,yellow
2026-06-01,UG-D047,Kisoro,MEA,Measles,2,2,0.0,0.59,0,Rare,green
2026-06-01,UG-D047,Kisoro,CHO,Cholera,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D047,Kisoro,TYP,Typhoid,31,27,14.8,9.12,0,Watch,yellow
2026-06-01,UG-D047,Kisoro,MAT,Maternal complications,40,32,25.0,11.76,0,Moderate,orange
2026-06-01,UG-D047,Kisoro,NEO,Neonatal sepsis,6,5,20.0,1.76,0,Moderate,orange
2026-06-01,UG-D048,Kanungu,MAL,Malaria,421,396,6.3,150.36,0,High,red
2026-06-01,UG-D048,Kanungu,ARI,Acute respiratory infection,117,78,50.0,41.79,0,Moderate,orange
2026-06-01,UG-D048,Kanungu,DIA,Diarrhoeal disease,113,114,-0.9,40.36,0,Watch,yellow
2026-06-01,UG-D048,Kanungu,TB,Tuberculosis,9,8,12.5,3.21,0,Watch,yellow
2026-06-01,UG-D048,Kanungu,HIV,HIV positive tests,5,5,0.0,1.79,0,Watch,yellow
2026-06-01,UG-D048,Kanungu,MEA,Measles,0,1,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D048,Kanungu,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D048,Kanungu,TYP,Typhoid,38,37,2.7,13.57,0,Watch,yellow
2026-06-01,UG-D048,Kanungu,MAT,Maternal complications,7,5,40.0,2.5,0,Moderate,orange
2026-06-01,UG-D048,Kanungu,NEO,Neonatal sepsis,3,2,50.0,1.07,0,Moderate,orange
2026-06-01,UG-D049,Isingiro,MAL,Malaria,990,723,36.9,159.68,29,High,red
2026-06-01,UG-D049,Isingiro,ARI,Acute respiratory infection,168,117,43.6,27.1,0,Moderate,orange
2026-06-01,UG-D049,Isingiro,DIA,Diarrhoeal disease,94,123,-23.6,15.16,0,Watch,yellow
2026-06-01,UG-D049,Isingiro,TB,Tuberculosis,21,28,-25.0,3.39,0,Watch,yellow
2026-06-01,UG-D049,Isingiro,HIV,HIV positive tests,8,6,33.3,1.29,0,Moderate,orange
2026-06-01,UG-D049,Isingiro,MEA,Measles,3,2,50.0,0.48,0,Moderate,orange
2026-06-01,UG-D049,Isingiro,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D049,Isingiro,TYP,Typhoid,80,71,12.7,12.9,0,Watch,yellow
2026-06-01,UG-D049,Isingiro,MAT,Maternal complications,98,129,-24.0,15.81,2,Watch,yellow
2026-06-01,UG-D049,Isingiro,NEO,Neonatal sepsis,6,4,50.0,0.97,0,Moderate,orange
2026-06-01,UG-D050,Sembabule,MAL,Malaria,119,155,-23.2,38.39,1,Watch,yellow
2026-06-01,UG-D050,Sembabule,ARI,Acute respiratory infection,246,301,-18.3,79.35,0,Moderate,orange
2026-06-01,UG-D050,Sembabule,DIA,Diarrhoeal disease,61,72,-15.3,19.68,0,Watch,yellow
2026-06-01,UG-D050,Sembabule,TB,Tuberculosis,7,7,0.0,2.26,0,Watch,yellow
2026-06-01,UG-D050,Sembabule,HIV,HIV positive tests,4,5,-20.0,1.29,0,Watch,yellow
2026-06-01,UG-D050,Sembabule,MEA,Measles,1,0,0,0.32,0,Rare,green
2026-06-01,UG-D050,Sembabule,CHO,Cholera,0,2,-100.0,0.0,0,No signal,grey
2026-06-01,UG-D050,Sembabule,TYP,Typhoid,6,6,0.0,1.94,0,Watch,yellow
2026-06-01,UG-D050,Sembabule,MAT,Maternal complications,38,44,-13.6,12.26,1,Watch,yellow
2026-06-01,UG-D050,Sembabule,NEO,Neonatal sepsis,19,18,5.6,6.13,0,Watch,yellow
